split_scheme,model,feature_group,train_n,test_n,train_dropout_rate,test_dropout_rate,n_features_raw,n_numeric_features,n_categorical_features,AUPRC,AUPRC_CI95_low,AUPRC_CI95_high,AUROC,Precision@0.5,Recall@0.5,F1@0.5,BalancedAcc@0.5,variant
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8273158432938051,0.816641238466164,0.836059101030476,0.8415466103452849,0.7844908128308938,0.6583899634082593,0.7159300838425465,0.7826520707544391,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8261178456031504,0.8154537082144588,0.8347389222069757,0.8410016333313222,0.7881835323695788,0.6555148980658652,0.7157534246575342,0.7824251918362686,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8258831731064767,0.8147954426664693,0.8347364065465988,0.839063669685109,0.7946683592510314,0.65446941975954,0.7177870144761359,0.7837184333126459,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8248771989222157,0.8137220389944453,0.833872401484907,0.8393963058922702,0.7938471297177292,0.6542080501829587,0.717294741366958,0.7833859728988508,drop_assess_submit_ratio_w4
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8209441657716159,0.809930312316487,0.8300475170403437,0.8372099286405505,0.7339290861919862,0.665446941975954,0.6980123372172721,0.7706438368744446,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8203405085596717,0.8090896311502702,0.8293895765551575,0.8349221537753173,0.743801652892562,0.6586513329848406,0.6986415303576379,0.7709452521798026,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.819960660610469,0.8087000482738828,0.8290318859765207,0.8340632977063467,0.758411639890876,0.6539466806063774,0.7023157894736842,0.7733682824608428,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8186265306866741,0.8072129310676319,0.8276974311779344,0.8327187245670947,0.7424464652390731,0.6615263983272347,0.6996544574982723,0.7717101994326515,drop_assess_submit_ratio_w4
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8134755231505348,0.8020913282280386,0.8225594585197893,0.830905996114826,0.6741514360313315,0.6748562467328802,0.6745036572622779,0.7534894631565935,drop_assess_submit_ratio_w4
latest_presentation_holdout,logreg,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8407002024033445,0.8313267961498575,0.850253095937182,0.8554575613016079,0.8331108144192256,0.6523784631468897,0.731750219876869,0.7925599606560383,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,logreg,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.840377141616576,0.8309475978597154,0.8501516240197596,0.8557188957195159,0.8369491525423729,0.645321484579195,0.7287485242030697,0.7903093836670525,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,logreg,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8397584694247582,0.8301409997770313,0.8494647599627625,0.8544242830548836,0.8232786885245902,0.656299006795609,0.7303664921465969,0.7918971493488403,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,logreg,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8394042784542057,0.8297558107082332,0.848770576796041,0.8516314538491082,0.8243331164606376,0.6623105070569786,0.7344927536231884,0.7948356409376902,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,logreg,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8386677549993569,0.8291262353943162,0.8480555747237726,0.8515254504494052,0.8216726326065734,0.659958180867747,0.7319901434990579,0.793121409508396,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,logreg,F1,21333,11260,0.296723386302911,0.3397868561278863,22,16,6,0.8383473873554225,0.8285318367733181,0.8479542211762638,0.8537666400726462,0.830270631473438,0.6495033978044955,0.7288458718287139,0.7905843596501627,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.830314736799423,0.8197302227004234,0.838867629642819,0.8434218509185063,0.8203691496374423,0.6505488761108207,0.7256559766763848,0.7886185327554373,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8289352956080144,0.8181952104643253,0.8374155030871171,0.8433705368349684,0.8047203362431297,0.6505488761108207,0.7194681312328371,0.7846502787871833,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8266337018064547,0.8160807097896043,0.8353376202949346,0.8410477790898994,0.793168880455408,0.6555148980658652,0.7178019461934745,0.7837703626729648,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8260495185811831,0.8153983018622609,0.8351860727114456,0.8399077591113351,0.7899716177861873,0.6547307893361213,0.7160211519222524,0.7825712058060752,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.82462684598994,0.8136268335195693,0.8337552365026095,0.8374957510743436,0.7919441801458929,0.652639832723471,0.715575297320533,0.7821983129180982,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,22,16,6,0.824294500609491,0.8131476500187759,0.8334071053949571,0.840442768641445,0.7566517189835575,0.6615263983272347,0.7058987588899736,0.7760147461100795,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8241004608524909,0.8135282727367592,0.8328984840200649,0.8386991269820175,0.7712895377128953,0.6628332462101412,0.7129603598538093,0.7808381996452912,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8230279239298932,0.811765539812372,0.8317547110537699,0.8375489637262342,0.7509658246656761,0.6604809200209095,0.7028229731608956,0.7738778019528815,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8229229843565881,0.8119639875915828,0.8316467301132424,0.836797728355934,0.7722650231124807,0.6549921589127026,0.708810634987979,0.7777920170404244,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8214997694161785,0.8102169928795276,0.8310509592583228,0.8356992131910842,0.7696335078534031,0.6531625718766335,0.7066308497101654,0.7762718966458766,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,41,35,6,0.8177322269361738,0.8063693208317354,0.8264530766837592,0.8325307663001587,0.7238041002277904,0.6644014636696288,0.6928318342872717,0.7669599462550458,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,22,16,6,0.8164230137796812,0.8053880687801305,0.8253623180545742,0.8326456121061719,0.6982570806100218,0.6701515943544172,0.6839157108562284,0.7605533328242358,drop_assess_due_but_missing_ratio_w4
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8102716836498917,0.801070862917775,0.8199978328043148,0.8352150431024239,0.8285406182602444,0.6024568740198641,0.697639225181598,0.7691461125547263,drop_state_bundle
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8095694037280415,0.8000102682065463,0.8193702856363668,0.8355280256112653,0.830093592512599,0.6027182435964453,0.6983646274984857,0.7696130900521909,drop_state_bundle
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.809389012225266,0.7995405976521834,0.8191398274820043,0.8356269093796449,0.8203401842664777,0.605070569785677,0.6964500601684718,0.7684352041825883,drop_state_bundle
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8091653382228978,0.7997542431783214,0.8190538120470646,0.8350132674769195,0.8361498897869214,0.5948771562990068,0.6951740989615149,0.7674412684911769,drop_state_bundle
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8090566330960585,0.7994835062052368,0.8186237912084126,0.835446158640715,0.8200851667849539,0.6040250914793518,0.6956652618904274,0.7679124650294257,drop_state_bundle
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.8089413155726057,0.7990523197985684,0.8183938023007467,0.833550684251066,0.8230905861456483,0.6055933089388396,0.6977864779400693,0.7693019006356829,drop_state_bundle
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.8087839733180257,0.7991055903747939,0.8185335247712501,0.8345920665719633,0.8290136789056876,0.6019341348667016,0.6974560872198667,0.7690192600618146,drop_state_bundle
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.8079086602393759,0.7975268934775429,0.8178946655111401,0.8326371212865936,0.8288288288288288,0.6011500261369577,0.6968641114982579,0.7686272056969427,drop_state_bundle
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8066979059776007,0.7960356388518893,0.8161508892790578,0.8316771137148218,0.8217857142857142,0.601411395713539,0.6945366737096287,0.7671436854811977,drop_state_bundle
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8065350804711794,0.7962386621913238,0.8157625645727264,0.8305308882304373,0.8321905449296283,0.6027182435964453,0.6991056540851902,0.7700838998450346,drop_state_bundle
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8048930304787654,0.7944932445314208,0.8146589214382285,0.8319404345977657,0.7959866220735786,0.6220595922634605,0.6983568075117371,0.7700020856124943,drop_state_bundle
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8026985807467341,0.792372274229366,0.8127783780120135,0.8303621617577425,0.7993848257006152,0.6113434396236278,0.6928317535545023,0.7661909557547786,drop_state_bundle
latest_presentation_holdout,logreg,F4_all,21333,11260,0.296723386302911,0.3397868561278863,39,33,6,0.783651250484197,0.7724949601843537,0.7961569554523987,0.8182787058964329,0.7261223260018078,0.6299006795608991,0.6745976207137858,0.7538123252526046,drop_state_bundle
latest_presentation_holdout,logreg,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.7836269085676866,0.7722398234971444,0.7961095400784358,0.8188398031620585,0.7303712720632989,0.6272869837950863,0.6749156355455568,0.7540524238318989,drop_state_bundle
latest_presentation_holdout,logreg,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.7803996510038655,0.7688186229481562,0.7928030472892653,0.8188109027326868,0.7333538840937115,0.6217982226868792,0.672984441301273,0.7527204726563264,drop_state_bundle
latest_presentation_holdout,logreg,F3,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.7766587285413066,0.7644533806756608,0.7890018777853649,0.8166965304436842,0.7226255293405929,0.6244119184526921,0.6699383062254627,0.7505298763638225,drop_state_bundle
latest_presentation_holdout,logreg,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.7765394600764799,0.76438951823005,0.788837306115812,0.8164409972068543,0.7240960194469767,0.6228437009932044,0.6696641843473373,0.750351094510592,drop_state_bundle
latest_presentation_holdout,logreg,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.7501230118454969,0.7358295321932539,0.7630518692311657,0.8103977486635837,0.6298112282422162,0.6714584422373235,0.6499683744465529,0.734168822948094,drop_state_bundle
latest_presentation_holdout,logreg,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8410252874135613,0.8316218770912623,0.8505041704921363,0.8542457121536924,0.8338298576630255,0.6583899634082593,0.7357966992843581,0.7954311937030535,drop_assess_behavior_bundle
latest_presentation_holdout,logreg,F3,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8409017756335064,0.8315223351585554,0.8503766846606647,0.8540573319826777,0.8346613545816733,0.6570831155253528,0.7353027200935947,0.7950468039289396,drop_assess_behavior_bundle
latest_presentation_holdout,logreg,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8404384956251464,0.8307887390980824,0.8498685172325653,0.8529395322855768,0.8347162296714238,0.6573444851019341,0.7354876443924551,0.7951774887172302,drop_assess_behavior_bundle
latest_presentation_holdout,logreg,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8404052848075989,0.8308680420884077,0.8499483529493083,0.853060196852005,0.8371859296482412,0.6531625718766335,0.7338129496402878,0.7938936346065977,drop_assess_behavior_bundle
latest_presentation_holdout,logreg,F4_all,21333,11260,0.296723386302911,0.3397868561278863,40,34,6,0.8389871434118525,0.8295989503385204,0.8485389181024167,0.8505150604989353,0.8318908122503329,0.6531625718766335,0.7317715959004393,0.7926157223117362,drop_assess_behavior_bundle
latest_presentation_holdout,logreg,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8375258960616687,0.8277438522571191,0.8471697156434433,0.8496057868925935,0.8247557003257329,0.661787767903816,0.734338747099768,0.7947087884447785,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8329667601609723,0.8226852612981549,0.8420367014134963,0.8467658450647277,0.8289650537634409,0.6447987454260324,0.7253748897383122,0.7881647749190963,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.8307371845442506,0.8202696021276226,0.8394914731612979,0.8442217458925176,0.8211221122112211,0.6502875065342394,0.7257876312718786,0.788689623592651,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8305148914153748,0.8196559969898748,0.8396084635437542,0.844967039447047,0.8235685752330226,0.6466283324621014,0.7244509516837482,0.7876671390585999,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,40,34,6,0.8302208645105431,0.8194030497911368,0.8388938526511897,0.843997521454174,0.8278056951423786,0.6458442237323575,0.7255909558067831,0.7883512213630848,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.828275813615579,0.81755192649373,0.8369610970937712,0.8413699380124464,0.8127450980392157,0.6500261369576581,0.7223351728144061,0.7864739240074812,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8267876632459179,0.8161052227708225,0.8357391197422844,0.8413874470317009,0.7881727158948686,0.6583899634082593,0.7174594132725719,0.7836609488819613,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8248236347199581,0.8139599530087102,0.8343443267858156,0.8377853003274959,0.7822305063684374,0.658128593831678,0.714833215046132,0.781916059089635,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,38,32,6,0.822406209560119,0.8115585708997622,0.8311310143832912,0.8367230161753806,0.7615873977582551,0.6570831155253528,0.7054861793180861,0.7756090853386786,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,40,34,6,0.8213788476921767,0.80990427236372,0.8301437738007291,0.8356404454688275,0.7686887254901961,0.6557762676424465,0.7077574047954867,0.7771079347359394,drop_assess_behavior_bundle
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8209441657716159,0.809930312316487,0.8300475170403437,0.8372099286405505,0.7339290861919862,0.665446941975954,0.6980123372172721,0.7706438368744446,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,36,30,6,0.8202996200553496,0.809059552328542,0.8295972933983496,0.8337965488527654,0.7591372079089275,0.6623105070569786,0.707426018983808,0.7770793858932996,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,21,15,6,0.8134755231505348,0.8020913282280386,0.8225594585197893,0.830905996114826,0.6741514360313315,0.6748562467328802,0.6745036572622779,0.7534894631565935,drop_assess_behavior_bundle
latest_presentation_holdout,lightgbm,F4_all,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8106754515918021,0.8012598687692338,0.8203315963095132,0.8369702695446712,0.8253400143163923,0.6027182435964453,0.6966767371601208,0.7685369533828339,drop_all_proxy_bundle
latest_presentation_holdout,lightgbm,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.8106598779344948,0.8014321372538408,0.8207334895438656,0.83749938999702,0.824203365556749,0.6016727652901203,0.6955733494485572,0.7678124386041669,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.8101601774026326,0.8010208489576504,0.8198407553363634,0.8365171797231212,0.8319479580773401,0.6016727652901203,0.6983163961777643,0.7695611606918721,drop_all_proxy_bundle
latest_presentation_holdout,lightgbm,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.8083400195555308,0.7991792588663953,0.8180398423756812,0.8343472391511234,0.822861199858005,0.6058546785154209,0.6978774650007527,0.7693653268821388,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.8082392471609903,0.7988504302008939,0.8172570867898183,0.8324629627988892,0.8234877962504422,0.6084683742812337,0.6998346610551631,0.7706721747650451,drop_all_proxy_bundle
latest_presentation_holdout,lightgbm,F3,21333,11260,0.296723386302911,0.3397868561278863,33,27,6,0.8077322826073137,0.7972520582331667,0.8168730633231093,0.831578669429857,0.8273406906372375,0.6074228959749085,0.7005275056518463,0.7710910551975699,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.8077267028145392,0.7980923849005623,0.8174729190607493,0.8340905984160878,0.8205767176931292,0.6024568740198641,0.694800301431801,0.7673301319251863,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F4_all,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.8075806167809134,0.7979654598703272,0.8175303321071208,0.8337656267996847,0.8207681365576103,0.6032409827496079,0.6953901777643868,0.7677221862900582,drop_all_proxy_bundle
latest_presentation_holdout,lightgbm,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.8074360587307423,0.7971253078418339,0.8165489044859613,0.8319290959256582,0.8232574679943101,0.605070569785677,0.6974992467610727,0.7691077896009364,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F1,21333,11260,0.296723386302911,0.3397868561278863,20,14,6,0.8055019893871229,0.795939572776913,0.8150220733450453,0.8329902550002313,0.7989203778677463,0.6189231573444851,0.6974963181148748,0.769375487738694,drop_all_proxy_bundle
latest_presentation_holdout,xgboost,F3,21333,11260,0.296723386302911,0.3397868561278863,33,27,6,0.8051344927589695,0.7953347115962313,0.8141575483879618,0.8293735174466478,0.8164335664335665,0.6102979613173026,0.6984744241699072,0.7698382461953746,drop_all_proxy_bundle
latest_presentation_holdout,lightgbm,F1,21333,11260,0.296723386302911,0.3397868561278863,20,14,6,0.8039972790803397,0.7937538823832342,0.8138487426105435,0.8328365940190035,0.7896678966789668,0.6152639832723471,0.6916409578375202,0.7654608859057458,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F4_all,21333,11260,0.296723386302911,0.3397868561278863,37,31,6,0.7817409625649766,0.7708065650152937,0.7945303855016699,0.818531496756753,0.7411545623836127,0.6241505488761108,0.677639046538025,0.7559816505478214,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F4_delta_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.7808824297086796,0.7692099001618123,0.7935110591885923,0.8201564251561151,0.7344423906346272,0.6231050705697857,0.6742081447963801,0.753575672223284,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F4_behavioral_only,21333,11260,0.296723386302911,0.3397868561278863,35,29,6,0.7800141142360202,0.7689569226908128,0.7926330756544376,0.8170066650999962,0.7375886524822695,0.6251960271824359,0.676757674352808,0.7553609944897921,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F4_structural_only,21333,11260,0.296723386302911,0.3397868561278863,34,28,6,0.7741639057725569,0.7618611625911139,0.7869409359808152,0.8157160956827821,0.7289922480620155,0.6144798745426032,0.6668557651396965,0.7484559717076751,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F3,21333,11260,0.296723386302911,0.3397868561278863,33,27,6,0.774013761556867,0.7617968686143224,0.7867873963771734,0.8156094594269614,0.7286245353159851,0.6147412441191845,0.6668556847178906,0.748452139412296,drop_all_proxy_bundle
latest_presentation_holdout,logreg,F1,21333,11260,0.296723386302911,0.3397868561278863,20,14,6,0.7465134230777759,0.7322184025427603,0.7594601240455852,0.8097493875710715,0.6394968553459119,0.6644014636696288,0.6517113190616588,0.7358192413855273,drop_all_proxy_bundle
